date,portfolio_return,n_stocks,avg_predicted_return,avg_actual_return,cumulative_return,equity_curve,benchmark_return,benchmark_cumulative,benchmark_equity
2017-01-02,-0.006879523134950061,10,0.00050922506,-0.006879523134950061,0.9931204768650499,993120.4768650499,-0.0001469191188885826,0.9998530808811115,999853.0808811114
2017-01-03,-0.0075088601253948395,10,0.00050922506,-0.0075088601253948395,0.9856632741166048,985663.2741166048,0.0014707289946342596,1.0013235937975378,1001323.5937975377
2017-01-04,-0.0014519911955759202,10,0.00050922506,-0.0014519911955759202,0.984232099720785,984232.0997207849,0.0002060848773127591,1.0015299514475158,1001529.9514475157
2017-01-05,-0.00039400080084971004,10,0.00050922506,-0.00039400080084971004,0.983844311485273,983844.311485273,0.0014064579979034182,1.002938561257869,1002938.561257869
2017-01-06,-0.0017637094766723004,10,0.00050922506,-0.0017637094766723004,0.9821090959495363,982109.0959495363,-0.0007625684136026097,1.0021737519902698,1002173.7519902699
2017-01-09,-0.00242770930439438,10,0.0005245909139999999,-0.00242770930439438,0.9797248205593693,979724.8205593693,-0.0008530034292194176,1.0013188943431484,1001318.8943431483
2017-01-10,0.00177565754958168,10,0.00050922506,0.00177565754958168,0.9814644763335082,981464.4763335082,0.000706160599798733,1.0020259862941674,1002025.9862941673
2017-01-11,-0.00071398891968047,10,0.0005245909139999999,-0.00071398891968047,0.9807637215723461,980763.7215723462,0.0005964703669567874,1.0026236651019125,1002623.6651019125
2017-01-12,-0.006663909486363781,10,0.0005245909139999999,-0.006663909486363781,0.9742280009042787,974228.0009042787,-0.00035765399562626246,1.0022650727419793,1002265.0727419793
2017-01-13,-0.0030718994274386096,10,0.00050922506,-0.0030718994274386096,0.9712352704661062,971235.2704661062,0.0010524111966346331,1.0033198677265287,1003319.8677265287
2017-01-16,-0.0006883114824145199,10,0.00050922506,-0.0006883114824145199,0.9705667580773184,970566.7580773184,0.000538808189153388,1.0038604646876,1003860.4646875999
2017-01-17,-0.0009739427630901197,10,0.00050922506,-0.0009739427630901197,0.9696214816071931,969621.4816071931,0.0006824255717486112,1.0045455247391701,1004545.5247391701
2017-01-18,-0.0030216266574489706,10,0.00050922506,-0.0030216266574489706,0.9666916474907336,966691.6474907335,-0.0006147916207938967,1.0039279385678546,1003927.9385678546
2017-01-19,-0.0023255157543849696,10,0.00050922506,-0.0023255157543849696,0.9644435908348614,964443.5908348614,0.0012222542248879246,1.0051549937322521,1005154.9937322522
2017-01-20,-0.0008304472468269698,10,0.00050922506,-0.0008304472468269698,0.9636426713101327,963642.6713101327,2.1703305254045455e-05,1.0051768089179087,1005176.8089179087
2017-01-23,-0.00636119403031149,10,0.0005245909139999999,-0.00636119403031149,0.9575127533020413,957512.7533020413,0.000313015026009231,1.0054914443628962,1005491.4443628961
2017-01-24,0.00327638760786353,10,0.00050922506,0.00327638760786353,0.9606499362213315,960649.9362213316,-0.0002536971303891756,1.0052363540688305,1005236.3540688305
2017-01-25,0.0040589890445168,10,0.00050922506,0.0040589890445168,0.9645492037880697,964549.2037880698,0.0018720012890729217,1.0071181578194703,1007118.1578194704
2017-01-26,0.00722796835713847,10,0.0005245909139999999,0.00722796835713847,0.9715209349119531,971520.9349119532,0.0016725754732749398,1.008802638948929,1008802.638948929
2017-01-27,0.00059861385129602,10,0.0005245909139999999,0.00059861385129602,0.9721025008004156,972102.5008004156,0.00024243033537696589,1.0090472033110187,1009047.2033110188
2017-01-30,0.00526810484265398,10,0.0005245909139999999,0.00526810484265398,0.9772236386924383,977223.6386924384,0.001183576359730328,1.0102414877267096,1010241.4877267096
2017-01-31,-0.0012232192295010302,10,0.0005245909139999999,-0.0012232192295010302,0.9760282799460668,976028.2799460668,0.0004938109840594067,1.0107403560699015,1010740.3560699015
2017-02-01,0.0013860873288450801,10,0.00050922506,0.0013860873288450801,0.9773811403774946,977381.1403774946,0.0007070556868481647,1.0114550057865879,1011455.0057865878
2017-02-02,0.004944364723974481,10,0.0005245909139999999,0.004944364723974481,0.982213669209855,982213.669209855,-0.00013765222988901504,1.0113157767496088,1011315.7767496088
2017-02-03,-0.002011408046744649,10,0.00050922506,-0.002011408046744649,0.9802380367319837,980238.0367319838,0.001163246191370297,1.0124921859751854,1012492.1859751855
2017-02-06,0.0037782291577824804,10,0.0005553226219999999,0.0037782291577824804,0.9839416006639321,983941.6006639322,0.00039378377922061206,1.01289088897461,1012890.88897461
2017-02-07,0.004883245710533291,10,0.0005245909139999999,0.004883245710533291,0.9887464292647894,988746.4292647894,0.0012127415987026795,1.0141192638906165,1014119.2638906165
2017-02-08,0.00211253695106934,10,0.001140420328,0.00211253695106934,0.990835192631849,990835.1926318491,-0.001186129924928964,1.012916386684269,1012916.386684269
2017-02-09,-0.0010247624893761798,10,0.0005245909139999999,-0.0010247624893761798,0.9898198218932861,989819.8218932861,-0.0009342453541114992,1.011970074255906,1011970.0742559059
2017-02-10,-0.0043309239994869094,10,0.00050922506,-0.0043309239994869094,0.9855329874714807,985532.9874714806,-0.0006129754344985885,1.0113497614599394,1011349.7614599394
2017-02-13,-0.0025405481705153693,10,0.00050922506,-0.0025405481705153693,0.9830291934431774,983029.1934431774,0.0004018814238674633,1.011756204142103,1011756.2041421031
2017-02-14,0.003324247324877899,10,0.00050922506,0.003324247324877899,0.9862970256097576,986297.0256097576,0.0015846972574677424,1.0133595314240331,1013359.5314240331
2017-02-15,-0.0040027219818927215,10,0.00050922506,-0.0040027219818927215,0.9823491528246739,982349.1528246739,0.0006947512141332633,1.0140635641888436,1014063.5641888436
2017-02-16,-0.0015609581741800702,10,0.0005245909139999999,-0.0015609581741800702,0.9808157468846733,980815.7468846734,-0.0014142619863925152,1.0126294126382256,1012629.4126382256
2017-02-17,0.00851572606654443,10,0.000539956768,0.00851572606654443,0.9891681051068965,989168.1051068965,0.00027672695073227164,1.0129096344878068,1012909.6344878068
2017-02-20,-0.0013565284081912296,10,0.00050922506,-0.0013565284081912296,0.9878262704718422,987826.2704718423,0.0001728056418370617,1.0130846709873174,1013084.6709873173
2017-02-21,0.00020413413389274004,10,0.0005245909139999999,0.00020413413389274004,0.9880279195320015,988027.9195320015,-0.0001927232721846216,1.0128894259945245,1012889.4259945245
2017-02-22,0.00040490481115613,10,0.00050922506,0.00040490481115613,0.9884279767901766,988427.9767901766,-0.0010956434606737308,1.011779660318548,1011779.6603185481
2017-02-23,-0.0001895480680274498,10,0.00050922506,-0.0001895480680274498,0.9882406221767918,988240.6221767918,-0.00038890008779737453,1.0113861791198187,1011386.1791198186
2017-02-24,0.0026786632325485203,10,0.000539956768,0.0026786632325485203,0.9908877859963277,990887.7859963276,0.0011124222292705536,1.0125112675878487,1012511.2675878487
2017-02-27,0.00361827110516455,10,0.0005129956479999999,0.00361827110516455,0.9944730866408585,994473.0866408586,0.0007119164421117868,1.013232091007068,1013232.091007068
2017-02-28,-0.004918092689325538,10,0.000539956768,-0.004918092689325538,0.9895821758237191,989582.1758237191,0.0015260497748435652,1.0147783336114136,1014778.3336114136
2017-03-01,-0.00012132821964430004,10,0.0005245909139999999,-0.00012132821964430004,0.9894621115801348,989462.1115801347,2.449884381650542e-05,1.014803194507317,1014803.194507317
2017-03-02,-0.00391771246140254,10,0.00050922506,-0.00391771246140254,0.9855856835355117,985585.6835355117,-6.066751381099313e-05,1.014741628920499,1014741.6289204989
2017-03-03,-0.00035889119462917976,10,0.00050922506,-0.00035889119462917976,0.9852319655121382,985231.9655121382,0.0016361407826491095,1.0164018890834274,1016401.8890834274
2017-03-06,0.00590732744039405,10,0.0005245909139999999,0.00590732744039405,0.9910520533371614,991052.0533371614,0.0006208011146725436,1.0170328725091256,1017032.8725091255
2017-03-07,0.005000916272898721,10,0.00050922506,0.005000916272898721,0.996008221677985,996008.2216779849,-0.0006280173974186916,1.016394158171443,1016394.158171443
2017-03-08,-0.002653693316656492,10,0.0005245909139999999,-0.002653693316656492,0.9933651213167831,993365.1213167831,0.00040249178638480964,1.0168032484718366,1016803.2484718366
2017-03-09,-0.0048173607313312,10,0.00050922506,-0.0048173607313312,0.9885797231894776,988579.7231894776,0.001168449587418252,1.017991331807999,1017991.3318079989
2017-03-10,-0.0039110521096183595,10,0.0005245909139999999,-0.0039110521096183595,0.9847133363775714,984713.3363775715,-0.0010384661210776304,1.0169341822983657,1016934.1822983657
2017-03-13,0.0005436140668401005,10,0.0005245909139999999,0.0005436140668401005,0.9852486403990313,985248.6403990312,0.0009424915496832842,1.017892634171766,1017892.634171766
2017-03-14,-0.0023018804030511208,10,0.00050922506,-0.0023018804030511208,0.982980715861564,982980.715861564,-0.00012765702235051092,1.0177626930290151,1017762.6930290151
2017-03-15,0.00010863212614469972,10,0.00050922506,0.00010863212614469972,0.9830874991466874,983087.4991466873,0.00023567559563920617,1.0180025548579141,1018002.5548579141
2017-03-16,0.0037501035917190894,10,0.00050922506,0.0037501035917190894,0.9867741791082115,986774.1791082115,-0.0008839231072332093,1.0171027188764528,1017102.7188764528
2017-03-17,0.0024754190245429896,10,0.00050922506,0.0024754190245429896,0.9892168586841038,989216.8586841038,0.0008759121311264343,1.0179936114865182,1017993.6114865183
2017-03-20,0.0003707419202165686,10,0.0005245909139999999,0.0003707419202165686,0.9895836028418029,989583.6028418029,-0.0002489366044622381,1.0177401956135106,1017740.1956135106
2017-03-21,-0.00395192628969856,10,0.00050922506,-0.00395192628969856,0.9856728413858777,985672.8413858777,0.0015030189534823754,1.0192698784172385,1019269.8784172385
2017-03-22,0.0018088524090692601,10,0.00050922506,0.0018088524090692601,0.9874557780795729,987455.7780795728,-0.00014795946794725546,1.0191190677883333,1019119.0677883333
2017-03-23,0.004337904582277631,10,0.00050922506,0.004337904582277631,0.9917392670241006,991739.2670241006,0.0010466544863232264,1.0201857333327315,1020185.7333327315
2017-03-24,0.0065701634394873,10,0.00050922506,0.0065701634394873,0.9982551560978062,998255.1560978063,-0.0015329965373743351,1.0186217921360536,1018621.7921360537
2017-03-27,0.0015827329842128702,10,0.0005245909139999999,0.0015827329842128702,0.9998351274600228,999835.1274600228,0.0025622662435605147,1.021231772368999,1021231.772368999
2017-03-28,0.0020915092940870994,10,0.00050922506,0.0020915092940870994,1.0019262919216603,1001926.2919216603,0.0014895429037599306,1.0227529409086256,1022752.9409086256
2017-03-29,0.00453513596969211,10,0.00050922506,0.00453513596969211,1.0064701638871345,1006470.1638871345,-0.00037986783461190285,1.0223644299636196,1022364.4299636197
2017-03-30,0.0050744420628134205,10,0.00050922506,0.0050744420628134205,1.0115774384217302,1011577.4384217302,0.001233341501827215,1.0236253544450857,1023625.3544450857
2017-03-31,0.00549940467786999,10,0.00050922506,0.00549940467786999,1.0171405121186143,1017140.5121186144,0.0016574109174208632,1.0253219222828918,1025321.9222828918
2017-04-03,0.00560027585555236,10,0.00050922506,0.00560027585555236,1.0228367795703364,1022836.7795703363,0.0007631838352282791,1.0261044313998833,1026104.4313998832
2017-04-04,0.0029858604077283904,10,0.0005245909139999999,0.0029858604077283904,1.025890827414024,1025890.8274140239,0.0011464076289951113,1.0272807653481857,1027280.7653481857
