ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
300100.SZ,2020-01-02,5.98,6.12,5.98,6.08,5.98,0.1,1.6722,54851.0,33268.201
300100.SZ,2020-01-03,6.08,6.15,5.99,6.07,6.08,-0.01,-0.1645,44991.0,27263.183
300100.SZ,2020-01-06,6.06,6.14,5.99,6.08,6.07,0.01,0.1647,78977.55,47918.274
300100.SZ,2020-01-07,6.09,6.36,6.08,6.2,6.08,0.12,1.9737,99907.0,61875.826
300100.SZ,2020-01-08,6.26,6.82,6.16,6.82,6.2,0.62,10.0,341984.11,227819.83
300100.SZ,2020-01-09,6.82,7.09,6.6,6.65,6.82,-0.17,-2.4927,311114.32,211588.62
300100.SZ,2020-01-10,6.61,6.79,6.49,6.72,6.65,0.07,1.0526,175287.28,116305.559
300100.SZ,2020-01-13,6.72,7.05,6.69,6.89,6.72,0.17,2.5298,199635.79,137375.403
300100.SZ,2020-01-14,6.86,7.24,6.71,6.73,6.89,-0.16,-2.3222,186143.63,129660.87
300100.SZ,2020-01-15,6.69,6.7,6.5,6.52,6.73,-0.21,-3.1204,110968.0,73032.585
300100.SZ,2020-01-16,6.57,6.59,6.33,6.43,6.52,-0.09,-1.3804,85146.19,54923.408
300100.SZ,2020-01-17,6.75,6.95,6.48,6.59,6.43,0.16,2.4883,130432.31,86824.468
300100.SZ,2020-01-20,6.42,6.55,6.32,6.42,6.59,-0.17,-2.5797,87587.5,56137.416
300100.SZ,2020-01-21,6.46,6.46,6.12,6.15,6.42,-0.27,-4.2056,86551.0,53739.55
300100.SZ,2020-01-22,6.12,6.16,5.94,6.04,6.15,-0.11,-1.7886,73058.29,44017.976
300100.SZ,2020-01-23,6.04,6.35,5.89,6.02,6.04,-0.02,-0.3311,117788.48,71631.537
300100.SZ,2020-02-03,5.42,5.42,5.42,5.42,6.02,-0.6,-9.9668,7489.0,4059.038
300100.SZ,2020-02-04,4.88,5.12,4.88,4.88,5.42,-0.54,-9.9631,141218.52,69961.22
300100.SZ,2020-02-05,4.91,5.09,4.91,5.0,4.88,0.12,2.459,91277.36,45772.394
300100.SZ,2020-02-06,5.0,5.06,4.84,5.04,5.0,0.04,0.8,97543.23,48480.345
300100.SZ,2020-02-07,5.04,5.54,5.0,5.54,5.04,0.5,9.9206,112137.82,59960.173
300100.SZ,2020-02-10,5.66,5.68,5.3,5.46,5.54,-0.08,-1.444,127325.2,69602.553
300100.SZ,2020-02-11,5.48,5.49,5.34,5.37,5.46,-0.09,-1.6484,72702.72,39348.463
300100.SZ,2020-02-12,5.36,5.65,5.34,5.53,5.37,0.16,2.9795,99407.82,54519.332
300100.SZ,2020-02-13,5.79,5.88,5.51,5.51,5.53,-0.02,-0.3617,138182.75,78216.715
300100.SZ,2020-02-14,5.5,5.71,5.36,5.42,5.51,-0.09,-1.6334,96177.67,52783.366
300100.SZ,2020-02-17,5.43,5.59,5.42,5.57,5.42,0.15,2.7675,82638.08,45651.843
300100.SZ,2020-02-18,5.63,5.87,5.57,5.85,5.57,0.28,5.0269,119207.16,67889.399
300100.SZ,2020-02-19,5.82,6.14,5.73,6.12,5.85,0.27,4.6154,180192.27,106945.244
300100.SZ,2020-02-20,6.5,6.5,6.02,6.05,6.12,-0.07,-1.1438,223785.92,139396.79
300100.SZ,2020-02-21,5.9,6.18,5.9,6.09,6.05,0.04,0.6612,147465.53,89466.619
300100.SZ,2020-02-24,6.02,6.34,5.95,6.18,6.09,0.09,1.4778,135812.63,83767.167
300100.SZ,2020-02-25,6.1,6.8,6.05,6.8,6.18,0.62,10.0324,295745.33,197572.468
300100.SZ,2020-02-26,7.48,7.48,7.48,7.48,6.8,0.68,10.0,64872.46,48524.6
300100.SZ,2020-02-27,8.23,8.23,6.73,6.8,7.48,-0.68,-9.0909,619841.99,456536.759
300100.SZ,2020-02-28,6.22,6.7,6.19,6.19,6.8,-0.61,-8.9706,367802.0,234528.871
300100.SZ,2020-03-02,6.2,6.53,6.1,6.31,6.19,0.12,1.9386,265866.08,167659.744
300100.SZ,2020-03-03,6.46,6.5,6.18,6.26,6.31,-0.05,-0.7924,254629.48,161432.487
300100.SZ,2020-03-04,6.18,6.34,5.99,6.09,6.26,-0.17,-2.7157,183723.66,112832.963
300100.SZ,2020-03-05,6.14,6.27,6.05,6.24,6.09,0.15,2.4631,180742.01,111253.602
300100.SZ,2020-03-06,6.16,6.45,6.13,6.37,6.24,0.13,2.0833,253382.34,161234.112
300100.SZ,2020-03-09,6.25,6.74,6.22,6.52,6.37,0.15,2.3548,298301.2,192645.3
300100.SZ,2020-03-10,6.25,6.39,5.89,6.21,6.52,-0.31,-4.7546,204512.22,125693.953
300100.SZ,2020-03-11,6.22,6.25,6.04,6.04,6.21,-0.17,-2.7375,131648.96,81068.145
300100.SZ,2020-03-12,6.0,6.1,5.67,5.7,6.04,-0.34,-5.6291,138000.0,80767.891
300100.SZ,2020-03-13,5.4,5.59,5.25,5.49,5.7,-0.21,-3.6842,125765.94,68117.305
300100.SZ,2020-03-16,5.55,5.65,5.28,5.29,5.49,-0.2,-3.643,100609.06,55352.36
300100.SZ,2020-03-17,5.28,5.38,4.93,5.21,5.29,-0.08,-1.5123,89576.04,46183.987
300100.SZ,2020-03-18,5.26,5.32,5.07,5.08,5.21,-0.13,-2.4952,80467.0,41813.593
300100.SZ,2020-03-19,5.07,5.16,4.98,5.12,5.08,0.04,0.7874,69561.21,35112.344
300100.SZ,2020-03-20,5.18,5.25,5.06,5.15,5.12,0.03,0.5859,55624.13,28620.981
300100.SZ,2020-03-23,5.0,5.07,4.87,4.92,5.15,-0.23,-4.466,56781.0,28376.441
300100.SZ,2020-03-24,5.01,5.07,4.89,5.07,4.92,0.15,3.0488,49365.0,24667.827
300100.SZ,2020-03-25,5.19,5.26,5.13,5.22,5.07,0.15,2.9586,72338.06,37636.762
300100.SZ,2020-03-26,5.19,5.23,5.09,5.11,5.22,-0.11,-2.1073,51560.11,26582.969
300100.SZ,2020-03-27,5.16,5.21,5.03,5.04,5.11,-0.07,-1.3699,38482.0,19706.699
300100.SZ,2020-03-30,5.12,5.13,4.9,4.97,5.04,-0.07,-1.3889,48050.0,23903.51
300100.SZ,2020-03-31,5.02,5.05,4.86,4.88,4.97,-0.09,-1.8109,45767.59,22601.726
300100.SZ,2020-04-01,4.92,5.34,4.92,5.02,4.88,0.14,2.8689,87663.57,44762.915
300100.SZ,2020-04-02,4.93,5.13,4.93,5.13,5.02,0.11,2.1912,64105.0,32323.105
300100.SZ,2020-04-03,5.12,5.15,5.01,5.05,5.13,-0.08,-1.5595,37678.01,19151.032
300100.SZ,2020-04-07,5.1,5.2,5.1,5.2,5.05,0.15,2.9703,58834.58,30285.596
300100.SZ,2020-04-08,5.18,5.24,5.15,5.2,5.2,0.0,0.0,54213.57,28156.99
300100.SZ,2020-04-09,5.21,5.31,5.18,5.27,5.2,0.07,1.3462,60584.11,31842.239
300100.SZ,2020-04-10,5.29,5.29,5.08,5.11,5.27,-0.16,-3.0361,54460.0,28108.75
300100.SZ,2020-04-13,5.07,5.12,5.01,5.01,5.11,-0.1,-1.9569,33733.0,16978.556
300100.SZ,2020-04-14,5.04,5.29,5.01,5.24,5.01,0.23,4.5908,78201.09,40492.767
300100.SZ,2020-04-15,5.25,5.32,5.14,5.23,5.24,-0.01,-0.1908,54552.01,28522.425
300100.SZ,2020-04-16,5.16,5.31,5.12,5.31,5.23,0.08,1.5296,67971.0,35615.596
300100.SZ,2020-04-17,5.84,5.84,5.84,5.84,5.31,0.53,9.9812,33876.02,19783.595
300100.SZ,2020-04-20,5.8,5.91,5.61,5.72,5.84,-0.12,-2.0548,181568.07,104063.481
300100.SZ,2020-04-21,5.7,5.73,5.41,5.65,5.72,-0.07,-1.2238,135863.18,75715.126
300100.SZ,2020-04-22,5.48,5.59,5.44,5.59,5.65,-0.06,-1.0619,69133.07,38226.546
300100.SZ,2020-04-23,5.57,6.15,5.55,5.72,5.59,0.13,2.3256,253007.1,150882.222
300100.SZ,2020-04-24,5.56,5.63,5.29,5.3,5.72,-0.42,-7.3427,172910.12,93703.59
300100.SZ,2020-04-27,5.15,5.26,5.04,5.05,5.3,-0.25,-4.717,97799.56,49879.42
300100.SZ,2020-04-28,5.0,5.0,4.66,4.79,5.05,-0.26,-5.1485,83182.0,40237.938
300100.SZ,2020-04-29,4.8,4.9,4.76,4.84,4.79,0.05,1.0438,40894.04,19862.925
300100.SZ,2020-04-30,4.85,5.07,4.85,5.03,4.84,0.19,3.9256,52500.96,26094.92
300100.SZ,2020-05-06,4.95,5.11,4.95,5.11,5.03,0.08,1.5905,47265.3,23963.116
300100.SZ,2020-05-07,5.11,5.17,4.99,5.02,5.11,-0.09,-1.7613,50586.18,25542.923
300100.SZ,2020-05-08,5.02,5.14,5.02,5.09,5.02,0.07,1.3944,51134.0,25955.213
300100.SZ,2020-05-11,5.09,5.2,5.09,5.14,5.09,0.05,0.9823,61221.04,31495.256
