ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
600029.SH,2020-01-02,7.27,7.34,7.22,7.28,7.18,0.1,1.3928,676055.75,492855.98
600029.SH,2020-01-03,7.3,7.35,7.16,7.18,7.28,-0.1,-1.3736,757360.48,548532.445
600029.SH,2020-01-06,7.05,7.05,6.88,6.94,7.18,-0.24,-3.3426,1310285.46,909705.962
600029.SH,2020-01-07,6.97,7.07,6.95,7.05,6.94,0.11,1.585,636492.12,445156.096
600029.SH,2020-01-08,6.9,6.97,6.87,6.94,7.05,-0.11,-1.5603,725097.13,501913.098
600029.SH,2020-01-09,7.08,7.28,7.03,7.25,6.94,0.31,4.4669,1266258.07,908908.255
600029.SH,2020-01-10,7.25,7.38,7.16,7.18,7.25,-0.07,-0.9655,618721.22,448235.358
600029.SH,2020-01-13,7.22,7.32,7.14,7.24,7.18,0.06,0.8357,631718.36,456932.475
600029.SH,2020-01-14,7.42,7.49,7.21,7.22,7.24,-0.02,-0.2762,820124.01,601174.083
600029.SH,2020-01-15,7.17,7.22,7.08,7.15,7.22,-0.07,-0.9695,522047.5,372057.326
600029.SH,2020-01-16,7.16,7.18,6.98,7.04,7.15,-0.11,-1.5385,611049.92,430483.803
600029.SH,2020-01-17,7.05,7.07,6.99,7.03,7.04,-0.01,-0.142,433788.17,304616.476
600029.SH,2020-01-20,6.88,6.89,6.7,6.85,7.03,-0.18,-2.5605,1200867.66,814628.888
600029.SH,2020-01-21,6.77,6.77,6.63,6.66,6.85,-0.19,-2.7737,1078580.43,722620.292
600029.SH,2020-01-22,6.61,6.7,6.57,6.68,6.66,0.02,0.3003,732279.14,486265.055
600029.SH,2020-01-23,6.58,6.59,6.34,6.43,6.68,-0.25,-3.7425,1200644.56,777302.879
600029.SH,2020-02-03,5.79,5.79,5.79,5.79,6.43,-0.64,-9.9533,249642.0,144542.718
600029.SH,2020-02-04,5.34,5.71,5.34,5.57,5.79,-0.22,-3.7997,1464131.25,811918.185
600029.SH,2020-02-05,5.63,5.79,5.59,5.74,5.57,0.17,3.0521,1006787.03,574580.615
600029.SH,2020-02-06,5.8,5.94,5.69,5.88,5.74,0.14,2.439,942377.48,547061.835
600029.SH,2020-02-07,5.87,5.9,5.78,5.9,5.88,0.02,0.3401,668147.12,389965.3
600029.SH,2020-02-10,5.82,5.88,5.76,5.88,5.9,-0.02,-0.339,754986.51,440013.114
600029.SH,2020-02-11,5.88,6.13,5.88,6.1,5.88,0.22,3.7415,1046504.93,632756.961
600029.SH,2020-02-12,6.08,6.12,6.02,6.12,6.1,0.02,0.3279,545816.04,331057.493
600029.SH,2020-02-13,6.07,6.17,6.03,6.05,6.12,-0.07,-1.1438,582914.56,355397.947
600029.SH,2020-02-14,6.04,6.12,6.0,6.11,6.05,0.06,0.9917,509688.04,309662.165
600029.SH,2020-02-17,6.11,6.24,6.08,6.21,6.11,0.1,1.6367,506872.7,312119.169
600029.SH,2020-02-18,6.21,6.22,6.11,6.17,6.21,-0.04,-0.6441,404364.07,249494.706
600029.SH,2020-02-19,6.18,6.37,6.15,6.24,6.17,0.07,1.1345,930200.91,583624.738
600029.SH,2020-02-20,6.34,6.46,6.31,6.4,6.24,0.16,2.5641,1053270.7,672251.838
600029.SH,2020-02-21,6.35,6.36,6.26,6.3,6.4,-0.1,-1.5625,786344.61,495501.193
600029.SH,2020-02-24,6.25,6.25,6.03,6.09,6.3,-0.21,-3.3333,1012435.1,617607.332
600029.SH,2020-02-25,5.92,6.06,5.87,6.03,6.09,-0.06,-0.9852,706147.21,420469.735
600029.SH,2020-02-26,5.93,6.08,5.91,6.01,6.03,-0.02,-0.3317,599667.54,360447.656
600029.SH,2020-02-27,6.04,6.07,5.97,6.0,6.01,-0.01,-0.1664,328002.32,197053.305
600029.SH,2020-02-28,5.86,5.91,5.76,5.76,6.0,-0.24,-4.0,703020.02,409473.262
600029.SH,2020-03-02,5.76,5.93,5.76,5.9,5.76,0.14,2.4306,430023.41,252562.903
600029.SH,2020-03-03,5.96,6.07,5.9,5.97,5.9,0.07,1.1864,670113.97,401706.747
600029.SH,2020-03-04,6.01,6.06,5.98,6.03,5.97,0.06,1.005,475513.59,286045.638
600029.SH,2020-03-05,6.06,6.16,6.02,6.15,6.03,0.12,1.99,839559.42,512208.916
600029.SH,2020-03-06,6.06,6.07,5.99,6.02,6.15,-0.13,-2.1138,658993.79,396984.058
600029.SH,2020-03-09,6.14,6.2,6.03,6.09,6.02,0.07,1.1628,1354281.59,829467.873
600029.SH,2020-03-10,6.0,6.15,5.9,6.13,6.09,0.04,0.6568,968524.1,584450.688
600029.SH,2020-03-11,6.13,6.36,6.07,6.19,6.13,0.06,0.9788,1116263.38,694258.651
600029.SH,2020-03-12,6.11,6.11,5.96,5.99,6.19,-0.2,-3.231,683118.62,411278.674
600029.SH,2020-03-13,5.69,5.92,5.62,5.88,5.99,-0.11,-1.8364,685132.46,396225.201
600029.SH,2020-03-16,5.93,5.93,5.6,5.67,5.88,-0.21,-3.5714,608236.18,352354.414
600029.SH,2020-03-17,5.69,5.77,5.43,5.54,5.67,-0.13,-2.2928,558863.69,311315.371
600029.SH,2020-03-18,5.56,5.63,5.37,5.39,5.54,-0.15,-2.7076,649317.43,356333.536
600029.SH,2020-03-19,5.33,5.33,5.05,5.16,5.39,-0.23,-4.2672,753719.17,390517.381
600029.SH,2020-03-20,5.19,5.3,5.14,5.27,5.16,0.11,2.1318,469667.3,245438.398
600029.SH,2020-03-23,5.1,5.18,5.05,5.14,5.27,-0.13,-2.4668,455689.23,232773.66
600029.SH,2020-03-24,5.22,5.24,5.11,5.2,5.14,0.06,1.1673,366597.72,189995.16
600029.SH,2020-03-25,5.39,5.5,5.34,5.42,5.2,0.22,4.2308,711895.81,385306.012
600029.SH,2020-03-26,5.4,5.41,5.34,5.37,5.42,-0.05,-0.9225,328071.65,176075.689
600029.SH,2020-03-27,5.43,5.46,5.28,5.29,5.37,-0.08,-1.4898,422035.5,224901.569
600029.SH,2020-03-30,5.2,5.23,5.11,5.19,5.29,-0.1,-1.8904,272478.95,140755.021
600029.SH,2020-03-31,5.24,5.24,5.12,5.15,5.19,-0.04,-0.7707,265248.71,137074.964
600029.SH,2020-04-01,5.11,5.21,5.1,5.14,5.15,-0.01,-0.1942,270431.34,139611.53
600029.SH,2020-04-02,5.11,5.18,5.08,5.18,5.14,0.04,0.7782,229199.97,117613.291
600029.SH,2020-04-03,5.17,5.17,5.12,5.15,5.18,-0.03,-0.5792,187605.31,96447.256
600029.SH,2020-04-07,5.18,5.22,5.16,5.22,5.15,0.07,1.3592,442791.43,229974.108
600029.SH,2020-04-08,5.21,5.32,5.18,5.29,5.22,0.07,1.341,490037.33,257705.918
600029.SH,2020-04-09,5.31,5.35,5.27,5.29,5.29,0.0,0.0,338793.2,179630.223
600029.SH,2020-04-10,5.32,5.32,5.24,5.26,5.29,-0.03,-0.5671,230247.24,121298.181
600029.SH,2020-04-13,5.24,5.25,5.09,5.14,5.26,-0.12,-2.2814,444796.52,228900.186
600029.SH,2020-04-14,5.13,5.18,5.08,5.18,5.14,0.04,0.7782,508649.15,260711.014
600029.SH,2020-04-15,5.17,5.29,5.13,5.21,5.18,0.03,0.5792,459104.7,239457.321
600029.SH,2020-04-16,5.2,5.2,5.13,5.15,5.21,-0.06,-1.1516,262151.69,135148.221
600029.SH,2020-04-17,5.21,5.3,5.16,5.24,5.15,0.09,1.7476,750507.48,393979.883
600029.SH,2020-04-20,5.22,5.28,5.18,5.23,5.24,-0.01,-0.1908,355013.37,185600.076
600029.SH,2020-04-21,5.23,5.24,5.1,5.14,5.23,-0.09,-1.7208,464533.99,238922.969
600029.SH,2020-04-22,5.13,5.23,5.1,5.23,5.14,0.09,1.751,418646.18,216940.53
600029.SH,2020-04-23,5.23,5.25,5.19,5.2,5.23,-0.03,-0.5736,295331.34,154076.11
600029.SH,2020-04-24,5.2,5.2,5.1,5.12,5.2,-0.08,-1.5385,376648.78,193229.382
600029.SH,2020-04-27,5.14,5.15,5.09,5.11,5.12,-0.01,-0.1953,214045.28,109459.384
600029.SH,2020-04-28,5.12,5.13,5.04,5.13,5.11,0.02,0.3914,343046.78,174815.078
600029.SH,2020-04-29,5.11,5.21,5.1,5.16,5.13,0.03,0.5848,284051.4,146644.469
600029.SH,2020-04-30,5.45,5.53,5.32,5.4,5.16,0.24,4.6512,1091979.79,588378.357
600029.SH,2020-05-06,5.2,5.26,5.15,5.22,5.4,-0.18,-3.3333,889872.44,461825.447
600029.SH,2020-05-07,5.19,5.2,5.14,5.16,5.22,-0.06,-1.1494,488840.66,251987.914
600029.SH,2020-05-08,5.19,5.22,5.17,5.2,5.16,0.04,0.7752,296240.76,153737.566
600029.SH,2020-05-11,5.21,5.29,5.21,5.25,5.2,0.05,0.9615,385347.64,202457.82
600029.SH,2020-05-12,5.24,5.24,5.17,5.17,5.25,-0.08,-1.5238,262935.12,136499.073
600029.SH,2020-05-13,5.15,5.16,5.12,5.15,5.17,-0.02,-0.3868,298619.68,153445.82
600029.SH,2020-05-14,5.14,5.14,5.09,5.1,5.15,-0.05,-0.9709,360009.87,183865.74
600029.SH,2020-05-15,5.12,5.13,5.07,5.09,5.1,-0.01,-0.1961,351719.87,178857.82
600029.SH,2020-05-18,5.08,5.11,5.05,5.09,5.09,0.0,0.0,293723.59,149334.613
600029.SH,2020-05-19,5.2,5.24,5.15,5.16,5.09,0.07,1.3752,481811.92,250050.632
600029.SH,2020-05-20,5.15,5.2,5.1,5.12,5.16,-0.04,-0.7752,369868.74,189923.6
600029.SH,2020-05-21,5.12,5.15,5.09,5.1,5.12,-0.02,-0.3906,192550.67,98450.8
600029.SH,2020-05-22,5.08,5.1,5.04,5.06,5.1,-0.04,-0.7843,336826.29,170570.408
600029.SH,2020-05-25,5.05,5.06,4.95,4.97,5.06,-0.09,-1.7787,397268.15,197974.274
600029.SH,2020-05-26,4.98,5.03,4.98,5.01,4.97,0.04,0.8048,204647.43,102393.391
600029.SH,2020-05-27,5.05,5.1,5.02,5.04,5.01,0.03,0.5988,290323.68,146908.516
600029.SH,2020-05-28,5.03,5.07,4.98,5.01,5.04,-0.03,-0.5952,236491.25,118636.234
600029.SH,2020-05-29,5.0,5.06,4.96,5.06,5.01,0.05,0.998,252077.76,126138.442
600029.SH,2020-06-01,5.04,5.14,5.04,5.11,5.06,0.05,0.9881,496907.26,253056.274
600029.SH,2020-06-02,5.14,5.16,5.11,5.13,5.11,0.02,0.3914,420169.22,215671.382
600029.SH,2020-06-03,5.15,5.2,5.11,5.15,5.13,0.02,0.3899,556543.6,287623.308
600029.SH,2020-06-04,5.11,5.15,5.07,5.12,5.15,-0.03,-0.5825,423661.39,216414.015
600029.SH,2020-06-05,5.23,5.5,5.18,5.47,5.12,0.35,6.8359,2043295.48,1096876.92
600029.SH,2020-06-08,5.51,5.74,5.43,5.62,5.47,0.15,2.7422,1465915.25,820579.975
600029.SH,2020-06-09,5.65,5.82,5.65,5.72,5.62,0.1,1.7794,1008329.52,577301.455
600029.SH,2020-06-10,5.67,5.67,5.53,5.61,5.72,-0.11,-1.9231,775360.98,433154.816
600029.SH,2020-06-11,5.53,5.54,5.36,5.39,5.61,-0.22,-3.9216,816599.63,443520.456
600029.SH,2020-06-12,5.22,5.32,5.2,5.27,5.39,-0.12,-2.2263,1027560.86,539274.72
600029.SH,2020-06-15,5.2,5.2,5.1,5.12,5.27,-0.15,-2.8463,909051.55,467437.644
600029.SH,2020-06-16,5.18,5.21,5.15,5.18,5.12,0.06,1.1719,451820.24,233724.231
600029.SH,2020-06-17,5.15,5.18,5.13,5.17,5.18,-0.01,-0.1931,315703.67,162431.548
600029.SH,2020-06-18,5.16,5.19,5.13,5.18,5.17,0.01,0.1934,282098.52,145692.61
600029.SH,2020-06-19,5.19,5.23,5.17,5.2,5.18,0.02,0.3861,397410.3,206643.495
600029.SH,2020-06-22,5.18,5.25,5.15,5.18,5.2,-0.02,-0.3846,491908.76,255113.985
600029.SH,2020-06-23,5.18,5.18,5.14,5.15,5.18,-0.03,-0.5792,260916.55,134561.63
600029.SH,2020-06-24,5.16,5.19,5.15,5.18,5.15,0.03,0.5825,261391.63,135312.385
600029.SH,2020-06-29,5.15,5.17,5.12,5.12,5.18,-0.06,-1.1583,303072.71,155719.967
600029.SH,2020-06-30,5.18,5.19,5.16,5.17,5.12,0.05,0.9766,248988.53,128822.81
600029.SH,2020-07-01,5.14,5.2,5.13,5.2,5.17,0.03,0.5803,310651.45,160572.217
600029.SH,2020-07-02,5.2,5.44,5.18,5.4,5.2,0.2,3.8462,878259.58,468612.066
600029.SH,2020-07-03,5.49,5.5,5.35,5.42,5.4,0.02,0.3704,796915.51,431277.639
600029.SH,2020-07-06,5.43,5.73,5.42,5.7,5.42,0.28,5.1661,1360531.63,762998.424
600029.SH,2020-07-07,5.84,5.95,5.6,5.6,5.7,-0.1,-1.7544,1669849.32,959759.418
600029.SH,2020-07-08,5.56,5.83,5.51,5.75,5.6,0.15,2.6786,1282011.97,725783.758
