ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
300496.SZ,2020-01-02,45.9,46.73,45.33,46.38,45.14,1.24,2.747,105535.13,487496.371
300496.SZ,2020-01-03,46.81,47.02,45.58,46.11,46.38,-0.27,-0.5821,87344.26,403764.457
300496.SZ,2020-01-06,46.0,49.21,45.75,48.92,46.11,2.81,6.0941,178732.68,857806.165
300496.SZ,2020-01-07,48.5,49.38,48.1,48.99,48.92,0.07,0.1431,104966.85,510770.296
300496.SZ,2020-01-08,49.0,50.98,48.6,48.76,48.99,-0.23,-0.4695,143367.16,713394.83
300496.SZ,2020-01-09,49.89,51.17,48.95,49.95,48.76,1.19,2.4405,124255.95,620472.496
300496.SZ,2020-01-10,50.01,50.53,48.8,49.11,49.95,-0.84,-1.6817,89304.81,442724.708
300496.SZ,2020-01-13,49.53,51.43,49.53,51.16,49.11,2.05,4.1743,128519.96,652999.933
300496.SZ,2020-01-14,51.37,51.94,50.55,50.66,51.16,-0.5,-0.9773,91817.38,468813.135
300496.SZ,2020-01-15,50.05,51.2,49.58,51.15,50.66,0.49,0.9672,89607.83,451976.917
300496.SZ,2020-01-16,51.15,52.7,51.0,51.8,51.15,0.65,1.2708,105911.17,551507.835
300496.SZ,2020-01-17,51.85,54.95,51.85,53.38,51.8,1.58,3.0502,121090.67,651315.529
300496.SZ,2020-01-20,53.0,58.72,53.0,58.72,53.38,5.34,10.0037,164197.76,936635.608
300496.SZ,2020-01-21,60.0,62.79,58.58,61.66,58.72,2.94,5.0068,179523.71,1083511.686
300496.SZ,2020-01-22,60.4,64.45,58.23,62.48,61.66,0.82,1.3299,183838.96,1120761.602
300496.SZ,2020-01-23,60.5,61.98,56.88,58.1,62.48,-4.38,-7.0102,166836.33,991943.911
300496.SZ,2020-02-03,52.29,52.29,52.29,52.29,58.1,-5.81,-10.0,28999.0,151635.771
300496.SZ,2020-02-04,51.16,57.52,51.16,57.52,52.29,5.23,10.0019,202569.01,1127012.436
300496.SZ,2020-02-05,58.0,62.14,57.52,59.54,57.52,2.02,3.5118,164964.14,991299.251
300496.SZ,2020-02-06,59.54,63.73,58.41,63.73,59.54,4.19,7.0373,160877.32,993062.764
300496.SZ,2020-02-07,63.3,63.3,61.03,62.77,63.73,-0.96,-1.5064,135336.73,842410.102
300496.SZ,2020-02-10,62.67,69.05,62.0,67.74,62.77,4.97,7.9178,174450.29,1142266.122
300496.SZ,2020-02-11,67.0,71.48,65.79,67.9,67.74,0.16,0.2362,152185.42,1044709.438
300496.SZ,2020-02-12,68.0,71.18,67.16,69.82,67.9,1.92,2.8277,130670.88,905650.327
300496.SZ,2020-02-13,69.82,70.85,66.5,66.62,69.82,-3.2,-4.5832,166466.23,1131727.801
300496.SZ,2020-02-14,66.37,68.37,65.33,66.46,66.62,-0.16,-0.2402,122746.55,819452.409
300496.SZ,2020-02-17,66.61,69.27,66.59,68.75,66.46,2.29,3.4457,131585.79,896957.981
300496.SZ,2020-02-18,69.5,70.99,68.2,70.4,68.75,1.65,2.4,123001.11,857606.304
300496.SZ,2020-02-19,69.48,70.34,63.93,64.3,70.4,-6.1,-8.6648,252382.47,1682332.688
300496.SZ,2020-02-20,65.1,67.39,64.28,67.0,64.3,2.7,4.1991,172957.07,1146024.238
300496.SZ,2020-02-21,70.3,73.7,69.18,73.7,67.0,6.7,10.0,252629.31,1827819.957
300496.SZ,2020-02-24,75.0,79.9,74.1,76.77,73.7,3.07,4.1655,308484.6,2366214.446
300496.SZ,2020-02-25,74.0,76.75,70.42,74.62,76.77,-2.15,-2.8006,287471.81,2128045.787
300496.SZ,2020-02-26,72.66,72.68,68.0,68.15,74.62,-6.47,-8.6706,258594.7,1805073.242
300496.SZ,2020-02-27,70.0,74.95,68.7,71.68,68.15,3.53,5.1798,248955.4,1791513.395
300496.SZ,2020-02-28,67.6,73.79,67.6,69.3,71.68,-2.38,-3.3203,240867.58,1703300.809
300496.SZ,2020-03-02,72.62,73.88,68.2,71.5,69.3,2.2,3.1746,211849.13,1510176.964
300496.SZ,2020-03-03,73.48,76.52,72.26,76.02,71.5,4.52,6.3217,270533.24,2009882.036
300496.SZ,2020-03-04,74.98,76.14,69.34,71.57,76.02,-4.45,-5.8537,240767.82,1752141.987
300496.SZ,2020-03-05,72.81,73.37,64.7,65.5,71.57,-6.07,-8.4812,333200.37,2250058.203
300496.SZ,2020-03-06,62.94,64.1,61.62,62.48,65.5,-3.02,-4.6107,206341.36,1296520.842
