ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
601998.SH,2020-01-02,6.2,6.27,6.19,6.21,6.17,0.04,0.6483,349385.24,217666.252
601998.SH,2020-01-03,6.22,6.23,6.18,6.2,6.21,-0.01,-0.161,187599.99,116328.328
601998.SH,2020-01-06,6.18,6.22,6.1,6.13,6.2,-0.07,-1.129,327194.78,201885.717
601998.SH,2020-01-07,6.15,6.19,6.14,6.18,6.13,0.05,0.8157,184872.91,113995.776
601998.SH,2020-01-08,6.15,6.16,6.08,6.1,6.18,-0.08,-1.2945,171083.51,104583.641
601998.SH,2020-01-09,6.11,6.13,6.04,6.09,6.1,-0.01,-0.1639,376704.51,229021.02
601998.SH,2020-01-10,6.09,6.1,6.04,6.08,6.09,-0.01,-0.1642,172895.54,104767.796
601998.SH,2020-01-13,6.09,6.1,6.04,6.09,6.08,0.01,0.1645,198220.58,120185.239
601998.SH,2020-01-14,6.1,6.13,6.06,6.08,6.09,-0.01,-0.1642,188873.43,115205.845
601998.SH,2020-01-15,6.08,6.08,6.01,6.03,6.08,-0.05,-0.8224,177416.53,107088.072
601998.SH,2020-01-16,6.03,6.04,5.99,5.99,6.03,-0.04,-0.6633,140863.96,84613.576
601998.SH,2020-01-17,6.0,6.03,5.97,5.98,5.99,-0.01,-0.1669,148177.51,88767.829
601998.SH,2020-01-20,5.98,6.01,5.97,6.01,5.98,0.03,0.5017,139317.82,83525.771
601998.SH,2020-01-21,6.0,6.0,5.9,5.91,6.01,-0.1,-1.6639,238060.84,141117.901
601998.SH,2020-01-22,5.88,5.92,5.84,5.92,5.91,0.01,0.1692,216182.17,127079.978
601998.SH,2020-01-23,5.87,5.89,5.78,5.82,5.92,-0.1,-1.6892,232353.34,135287.642
601998.SH,2020-02-03,5.33,5.49,5.28,5.4,5.82,-0.42,-7.2165,412604.05,222923.024
601998.SH,2020-02-04,5.41,5.53,5.41,5.51,5.4,0.11,2.037,283218.1,155445.388
601998.SH,2020-02-05,5.52,5.56,5.46,5.51,5.51,0.0,0.0,191908.4,105935.423
601998.SH,2020-02-06,5.56,5.6,5.51,5.58,5.51,0.07,1.2704,140888.07,78153.705
601998.SH,2020-02-07,5.54,5.59,5.5,5.58,5.58,0.0,0.0,203084.31,112274.661
601998.SH,2020-02-10,5.54,5.55,5.5,5.54,5.58,-0.04,-0.7168,219758.97,121427.462
601998.SH,2020-02-11,5.55,5.59,5.52,5.58,5.54,0.04,0.722,223620.65,124428.98
601998.SH,2020-02-12,5.57,5.58,5.53,5.58,5.58,0.0,0.0,144254.93,80196.992
601998.SH,2020-02-13,5.56,5.58,5.53,5.53,5.58,-0.05,-0.8961,150640.07,83532.443
601998.SH,2020-02-14,5.53,5.56,5.5,5.56,5.53,0.03,0.5425,155564.33,86064.143
601998.SH,2020-02-17,5.55,5.66,5.54,5.66,5.56,0.1,1.7986,308463.92,172641.091
601998.SH,2020-02-18,5.64,5.66,5.6,5.62,5.66,-0.04,-0.7067,177987.35,100119.638
601998.SH,2020-02-19,5.61,5.66,5.6,5.61,5.62,-0.01,-0.1779,185049.2,104110.368
601998.SH,2020-02-20,5.62,5.71,5.59,5.71,5.61,0.1,1.7825,245173.19,138515.426
601998.SH,2020-02-21,5.71,5.73,5.66,5.69,5.71,-0.02,-0.3503,249268.87,141832.58
601998.SH,2020-02-24,5.68,5.68,5.61,5.64,5.69,-0.05,-0.8787,214257.56,120850.875
601998.SH,2020-02-25,5.57,5.59,5.52,5.55,5.64,-0.09,-1.5957,222647.35,123566.313
601998.SH,2020-02-26,5.5,5.63,5.49,5.56,5.55,0.01,0.1802,266362.72,148174.597
601998.SH,2020-02-27,5.57,5.61,5.53,5.56,5.56,0.0,0.0,212764.79,118367.942
601998.SH,2020-02-28,5.52,5.54,5.43,5.43,5.56,-0.13,-2.3381,292485.96,160140.449
601998.SH,2020-03-02,5.46,5.54,5.44,5.53,5.43,0.1,1.8416,269245.64,148272.205
601998.SH,2020-03-03,5.56,5.58,5.53,5.55,5.53,0.02,0.3617,210536.88,116818.901
601998.SH,2020-03-04,5.53,5.55,5.51,5.55,5.55,0.0,0.0,168736.06,93254.159
601998.SH,2020-03-05,5.57,5.68,5.55,5.66,5.55,0.11,1.982,456410.01,256844.496
601998.SH,2020-03-06,5.62,5.63,5.56,5.56,5.66,-0.1,-1.7668,251182.87,140299.873
601998.SH,2020-03-09,5.5,5.52,5.45,5.47,5.56,-0.09,-1.6187,282318.35,154674.014
601998.SH,2020-03-10,5.43,5.53,5.43,5.52,5.47,0.05,0.9141,228730.24,125621.164
601998.SH,2020-03-11,5.53,5.54,5.45,5.46,5.52,-0.06,-1.087,211045.94,115890.994
601998.SH,2020-03-12,5.44,5.47,5.39,5.43,5.46,-0.03,-0.5495,241377.61,130893.867
601998.SH,2020-03-13,5.3,5.41,5.28,5.39,5.43,-0.04,-0.7366,257289.88,137288.906
601998.SH,2020-03-16,5.41,5.41,5.32,5.33,5.39,-0.06,-1.1132,265807.6,142616.962
601998.SH,2020-03-17,5.32,5.38,5.24,5.29,5.33,-0.04,-0.7505,231457.97,122798.82
601998.SH,2020-03-18,5.32,5.33,5.22,5.22,5.29,-0.07,-1.3233,166387.29,87786.046
601998.SH,2020-03-19,5.2,5.24,5.07,5.15,5.22,-0.07,-1.341,238135.5,122490.158
601998.SH,2020-03-20,5.21,5.24,5.12,5.23,5.15,0.08,1.5534,266275.65,137930.89
601998.SH,2020-03-23,5.13,5.18,5.1,5.15,5.23,-0.08,-1.5296,207490.78,106665.04
601998.SH,2020-03-24,5.2,5.24,5.18,5.22,5.15,0.07,1.3592,124912.89,65072.181
601998.SH,2020-03-25,5.28,5.29,5.24,5.26,5.22,0.04,0.7663,131026.87,68923.44
601998.SH,2020-03-26,5.25,5.31,5.21,5.28,5.26,0.02,0.3802,168406.44,88686.177
601998.SH,2020-03-27,5.31,5.33,5.27,5.29,5.28,0.01,0.1894,125847.86,66667.447
601998.SH,2020-03-30,5.23,5.28,5.22,5.27,5.29,-0.02,-0.3781,125239.34,65833.65
601998.SH,2020-03-31,5.29,5.3,5.15,5.18,5.27,-0.09,-1.7078,156358.03,81576.44
601998.SH,2020-04-01,5.18,5.22,5.14,5.15,5.18,-0.03,-0.5792,142462.59,73699.382
601998.SH,2020-04-02,5.12,5.18,5.1,5.18,5.15,0.03,0.5825,188056.42,96506.9
601998.SH,2020-04-03,5.14,5.17,5.12,5.13,5.18,-0.05,-0.9653,113443.73,58285.398
601998.SH,2020-04-07,5.18,5.19,5.16,5.18,5.13,0.05,0.9747,190620.81,98660.542
601998.SH,2020-04-08,5.17,5.17,5.14,5.16,5.18,-0.02,-0.3861,111373.11,57413.098
601998.SH,2020-04-09,5.18,5.19,5.15,5.16,5.16,0.0,0.0,104250.74,53821.497
601998.SH,2020-04-10,5.17,5.17,5.13,5.14,5.16,-0.02,-0.3876,75081.13,38649.403
601998.SH,2020-04-13,5.13,5.14,5.09,5.11,5.14,-0.03,-0.5837,88245.03,45067.084
601998.SH,2020-04-14,5.12,5.14,5.09,5.14,5.11,0.03,0.5871,131023.31,67041.052
601998.SH,2020-04-15,5.11,5.13,5.1,5.1,5.14,-0.04,-0.7782,101435.01,51824.828
601998.SH,2020-04-16,5.09,5.12,5.09,5.12,5.1,0.02,0.3922,92702.22,47299.063
601998.SH,2020-04-17,5.12,5.16,5.11,5.13,5.12,0.01,0.1953,143859.58,73875.897
601998.SH,2020-04-20,5.12,5.13,5.1,5.12,5.13,-0.01,-0.1949,125873.8,64301.674
601998.SH,2020-04-21,5.1,5.11,5.07,5.08,5.12,-0.04,-0.7813,132924.55,67543.337
601998.SH,2020-04-22,5.06,5.07,5.04,5.06,5.08,-0.02,-0.3937,154980.69,78361.595
601998.SH,2020-04-23,5.06,5.07,5.04,5.05,5.06,-0.01,-0.1976,113236.54,57249.224
601998.SH,2020-04-24,5.06,5.09,5.04,5.07,5.05,0.02,0.396,131937.14,66849.225
601998.SH,2020-04-27,5.07,5.15,5.06,5.12,5.07,0.05,0.9862,241339.19,123687.119
601998.SH,2020-04-28,5.13,5.14,5.05,5.13,5.12,0.01,0.1953,167774.4,85628.757
601998.SH,2020-04-29,5.13,5.22,5.11,5.21,5.13,0.08,1.5595,280829.62,145551.674
601998.SH,2020-04-30,5.24,5.24,5.18,5.2,5.21,-0.01,-0.1919,265584.34,138203.325
601998.SH,2020-05-06,5.13,5.16,5.1,5.15,5.2,-0.05,-0.9615,277089.04,142017.292
601998.SH,2020-05-07,5.14,5.14,5.1,5.11,5.15,-0.04,-0.7767,132712.89,67958.032
601998.SH,2020-05-08,5.12,5.16,5.11,5.15,5.11,0.04,0.7828,195532.01,100429.956
601998.SH,2020-05-11,5.15,5.17,5.12,5.13,5.15,-0.02,-0.3883,180372.96,92717.608
601998.SH,2020-05-12,5.13,5.14,5.09,5.1,5.13,-0.03,-0.5848,115659.2,59061.705
601998.SH,2020-05-13,5.09,5.12,5.08,5.12,5.1,0.02,0.3922,116751.16,59503.482
601998.SH,2020-05-14,5.09,5.1,5.05,5.07,5.12,-0.05,-0.9766,155633.99,78882.007
601998.SH,2020-05-15,5.08,5.09,5.06,5.08,5.07,0.01,0.1972,103008.54,52255.477
601998.SH,2020-05-18,5.08,5.11,5.05,5.08,5.08,0.0,0.0,133602.02,67958.529
601998.SH,2020-05-19,5.11,5.11,5.08,5.09,5.08,0.01,0.1969,89192.79,45409.791
601998.SH,2020-05-20,5.09,5.11,5.07,5.1,5.09,0.01,0.1965,117553.34,59838.54
601998.SH,2020-05-21,5.11,5.11,5.08,5.08,5.1,-0.02,-0.3922,79005.74,40224.367
601998.SH,2020-05-22,5.08,5.08,5.0,5.0,5.08,-0.08,-1.5748,168920.28,85059.379
601998.SH,2020-05-25,5.01,5.02,4.97,5.0,5.0,0.0,0.0,97658.01,48779.789
601998.SH,2020-05-26,5.01,5.02,4.99,5.01,5.0,0.01,0.2,74960.9,37518.445
601998.SH,2020-05-27,5.02,5.07,5.01,5.05,5.01,0.04,0.7984,95810.4,48351.388
601998.SH,2020-05-28,5.05,5.11,5.04,5.07,5.05,0.02,0.396,130213.32,66164.944
