ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
601377.SH,2020-01-02,7.19,7.22,7.08,7.09,7.08,0.01,0.1412,1005122.24,718873.207
601377.SH,2020-01-03,7.09,7.16,7.04,7.07,7.09,-0.02,-0.2821,610694.99,433426.497
601377.SH,2020-01-06,7.02,7.16,6.98,7.04,7.07,-0.03,-0.4243,865147.34,610687.403
601377.SH,2020-01-07,7.07,7.11,7.0,7.07,7.04,0.03,0.4261,555168.38,391236.783
601377.SH,2020-01-08,7.01,7.04,6.86,6.86,7.07,-0.21,-2.9703,764036.03,530137.177
601377.SH,2020-01-09,6.95,7.03,6.92,6.96,6.86,0.1,1.4577,426035.79,297161.188
601377.SH,2020-01-10,6.99,7.11,6.99,7.05,6.96,0.09,1.2931,796119.64,562182.071
601377.SH,2020-01-13,7.06,7.12,6.9,7.12,7.05,0.07,0.9929,644274.01,452032.223
601377.SH,2020-01-14,7.14,7.18,7.05,7.05,7.12,-0.07,-0.9831,548376.0,389322.92
601377.SH,2020-01-15,7.02,7.12,7.01,7.05,7.05,0.0,0.0,418290.38,295215.309
601377.SH,2020-01-16,7.06,7.21,7.01,7.13,7.05,0.08,1.1348,758799.55,541418.083
601377.SH,2020-01-17,7.14,7.22,7.09,7.11,7.13,-0.02,-0.2805,649850.11,465377.392
601377.SH,2020-01-20,7.15,7.18,7.06,7.17,7.11,0.06,0.8439,497577.81,355280.982
601377.SH,2020-01-21,7.16,7.17,7.03,7.03,7.17,-0.14,-1.9526,566905.55,401833.579
601377.SH,2020-01-22,7.0,7.13,6.85,7.06,7.03,0.03,0.4267,607012.74,423791.841
601377.SH,2020-01-23,7.0,7.04,6.72,6.8,7.06,-0.26,-3.6827,687583.63,473703.484
601377.SH,2020-02-03,6.12,6.12,6.12,6.12,6.8,-0.68,-10.0,242519.0,148421.628
601377.SH,2020-02-04,5.87,6.18,5.83,6.13,6.12,0.01,0.1634,992690.61,601943.869
601377.SH,2020-02-05,6.16,6.39,6.11,6.21,6.13,0.08,1.3051,679348.3,422823.365
601377.SH,2020-02-06,6.21,6.42,6.16,6.36,6.21,0.15,2.4155,723200.11,455095.671
