ts_code,date,open,high,low,close,pre_close,change,pct_chg,volume,amount
300474.SZ,2020-01-02,59.06,61.33,58.41,60.43,58.58,1.85,3.1581,64421.31,387914.005
300474.SZ,2020-01-03,60.43,60.64,59.01,59.07,60.43,-1.36,-2.2505,57030.13,339975.572
300474.SZ,2020-01-06,59.09,60.25,58.54,59.05,59.07,-0.02,-0.0339,56186.46,334292.778
300474.SZ,2020-01-07,58.78,59.58,58.28,58.99,59.05,-0.06,-0.1016,51447.45,301932.908
300474.SZ,2020-01-08,58.45,58.98,57.7,57.91,58.99,-1.08,-1.8308,42870.67,249515.966
300474.SZ,2020-01-09,58.15,59.73,58.02,59.44,57.91,1.53,2.642,61445.42,362748.943
300474.SZ,2020-01-10,59.65,60.95,59.0,60.21,59.44,0.77,1.2954,76371.72,458788.344
300474.SZ,2020-01-13,59.7,64.5,59.7,64.49,60.21,4.28,7.1085,112178.4,698486.535
300474.SZ,2020-01-14,64.19,64.19,62.51,62.67,64.49,-1.82,-2.8221,71779.14,452728.147
300474.SZ,2020-01-15,62.0,63.88,61.81,63.56,62.67,0.89,1.4201,60033.87,379270.176
300474.SZ,2020-01-16,63.77,66.28,63.53,64.8,63.56,1.24,1.9509,77375.72,504763.722
300474.SZ,2020-01-17,64.09,66.39,63.15,63.98,64.8,-0.82,-1.2654,66976.42,433848.97
300474.SZ,2020-01-20,63.74,67.2,63.07,66.25,63.98,2.27,3.548,79011.73,518093.604
300474.SZ,2020-01-21,65.38,67.17,64.9,66.1,66.25,-0.15,-0.2264,64636.38,426645.495
300474.SZ,2020-01-22,65.38,69.26,64.34,69.22,66.1,3.12,4.7201,96952.23,651693.119
300474.SZ,2020-01-23,67.97,69.3,62.45,64.02,69.22,-5.2,-7.5123,91600.37,607963.411
300474.SZ,2020-02-03,57.62,57.62,57.62,57.62,64.02,-6.4,-9.9969,8030.0,46268.86
300474.SZ,2020-02-04,52.3,62.0,52.3,58.48,57.62,0.86,1.4925,81264.84,467292.231
300474.SZ,2020-02-05,58.68,60.3,57.0,58.0,58.48,-0.48,-0.8208,66291.14,389907.848
300474.SZ,2020-02-06,57.22,58.96,56.8,58.6,58.0,0.6,1.0345,65959.71,381472.389
300474.SZ,2020-02-07,58.49,61.44,57.86,60.91,58.6,2.31,3.942,75404.19,452672.966
300474.SZ,2020-02-10,60.06,61.44,59.4,60.45,60.91,-0.46,-0.7552,55925.74,336660.433
300474.SZ,2020-02-11,60.61,62.45,59.75,61.78,60.45,1.33,2.2002,72108.43,443356.925
300474.SZ,2020-02-12,61.0,63.28,60.7,63.2,61.78,1.42,2.2985,65617.24,408127.378
300474.SZ,2020-02-13,63.39,66.6,62.4,64.4,63.2,1.2,1.8987,91886.62,591622.668
300474.SZ,2020-02-14,64.5,68.13,64.2,66.11,64.4,1.71,2.6553,114435.45,758011.565
300474.SZ,2020-02-17,67.3,68.79,65.56,68.6,66.11,2.49,3.7664,94134.11,635953.225
300474.SZ,2020-02-18,68.6,75.46,68.18,74.24,68.6,5.64,8.2216,162512.71,1171951.429
300474.SZ,2020-02-19,73.01,75.18,71.11,72.7,74.24,-1.54,-2.0744,135442.93,990022.089
300474.SZ,2020-02-20,73.38,74.1,70.7,73.04,72.7,0.34,0.4677,100382.08,727184.456
300474.SZ,2020-02-21,72.3,75.18,72.3,73.53,73.04,0.49,0.6709,99129.82,731888.801
300474.SZ,2020-02-24,72.88,77.04,72.09,77.04,73.53,3.51,4.7736,122395.96,917634.501
300474.SZ,2020-02-25,74.88,76.58,69.34,73.68,77.04,-3.36,-4.3614,140078.32,1028189.405
300474.SZ,2020-02-26,71.0,76.0,70.5,71.4,73.68,-2.28,-3.0945,112980.92,827975.474
300474.SZ,2020-02-27,72.4,72.45,67.5,70.0,71.4,-1.4,-1.9608,88528.36,623762.248
300474.SZ,2020-02-28,67.53,68.59,63.3,63.5,70.0,-6.5,-9.2857,103427.32,680550.09
300474.SZ,2020-03-02,65.29,66.73,64.43,65.43,63.5,1.93,3.0394,71070.39,465934.257
300474.SZ,2020-03-03,66.88,69.08,65.0,65.74,65.43,0.31,0.4738,77388.43,519490.414
300474.SZ,2020-03-04,65.7,67.16,63.81,66.18,65.74,0.44,0.6693,70708.91,463339.155
300474.SZ,2020-03-05,67.5,67.58,63.45,65.04,66.18,-1.14,-1.7226,88463.88,575315.048
300474.SZ,2020-03-06,64.0,64.78,63.18,63.7,65.04,-1.34,-2.0603,41124.46,262612.416
300474.SZ,2020-03-09,62.0,63.0,59.24,59.24,63.7,-4.46,-7.0016,59176.74,361935.253
300474.SZ,2020-03-10,58.47,62.85,58.47,62.84,59.24,3.6,6.077,65828.16,402413.833
300474.SZ,2020-03-11,63.0,63.97,61.02,61.07,62.84,-1.77,-2.8167,65316.61,409817.551
300474.SZ,2020-03-12,59.36,61.32,59.2,59.84,61.07,-1.23,-2.0141,40859.93,245299.113
300474.SZ,2020-03-13,56.8,61.5,56.09,60.43,59.84,0.59,0.986,56747.51,338837.242
300474.SZ,2020-03-16,60.55,60.95,56.5,56.91,60.43,-3.52,-5.8249,47934.43,283021.467
300474.SZ,2020-03-17,57.61,58.79,55.88,57.71,56.91,0.8,1.4057,40415.21,231905.904
300474.SZ,2020-03-18,58.5,60.06,57.71,57.74,57.71,0.03,0.052,48995.84,288572.323
300474.SZ,2020-03-19,58.02,59.85,57.17,59.46,57.74,1.72,2.9789,50103.89,292654.072
300474.SZ,2020-03-20,60.4,60.6,58.44,59.53,59.46,0.07,0.1177,40144.37,238384.644
300474.SZ,2020-03-23,57.15,58.14,54.15,54.59,59.53,-4.94,-8.2983,42919.14,241698.944
300474.SZ,2020-03-24,56.37,56.6,52.8,55.5,54.59,0.91,1.667,40695.8,223286.532
300474.SZ,2020-03-25,57.1,57.3,56.0,57.3,55.5,1.8,3.2432,41885.81,237730.238
300474.SZ,2020-03-26,57.0,57.39,55.6,55.7,57.3,-1.6,-2.7923,35106.62,198369.034
300474.SZ,2020-03-27,56.29,56.69,55.15,55.2,55.7,-0.5,-0.8977,29042.51,162850.969
300474.SZ,2020-03-30,54.53,54.54,50.5,51.79,55.2,-3.41,-6.1775,43455.4,225883.1
300474.SZ,2020-03-31,52.8,52.9,50.96,51.09,51.79,-0.7,-1.3516,26579.07,137878.178
300474.SZ,2020-04-01,51.09,52.48,50.61,51.28,51.09,0.19,0.3719,28208.69,145961.605
300474.SZ,2020-04-02,51.52,53.7,51.03,53.7,51.28,2.42,4.7192,47464.01,249317.347
300474.SZ,2020-04-03,54.0,54.0,51.78,52.17,53.7,-1.53,-2.8492,40925.0,215542.792
300474.SZ,2020-04-07,53.2,54.0,52.73,53.8,52.17,1.63,3.1244,40365.43,216179.163
300474.SZ,2020-04-08,53.4,55.29,53.4,54.86,53.8,1.06,1.9703,52022.67,283246.584
300474.SZ,2020-04-09,55.6,55.7,53.9,54.5,54.86,-0.36,-0.6562,34506.04,188237.496
300474.SZ,2020-04-10,54.32,54.6,52.09,53.11,54.5,-1.39,-2.5505,32879.75,175164.241
300474.SZ,2020-04-13,53.11,53.68,52.21,52.95,53.11,-0.16,-0.3013,18719.54,99167.44
300474.SZ,2020-04-14,53.05,54.1,53.0,53.99,52.95,1.04,1.9641,26768.39,143228.448
300474.SZ,2020-04-15,54.0,55.03,53.65,53.7,53.99,-0.29,-0.5371,37237.02,202149.668
300474.SZ,2020-04-16,52.45,53.98,52.45,53.55,53.7,-0.15,-0.2793,33305.88,177392.734
