date,code,open,high,low,close,volume,amount
2015-01-01,688087,15.32922569534889,15.443428934635557,15.142328687801287,15.443428585994553,4351684,71305913.19136378
2015-01-02,688087,15.435736821698136,15.759155231087629,15.043111881109866,15.493108486636899,9960366,161392186.406545
2015-01-05,688087,15.450948666209477,15.858223260601187,15.185823848576412,15.586349177117471,6320499,137572397.63787436
2015-01-06,688087,15.635537425809554,15.598421044789434,15.501453419694412,15.565746036131761,9666249,192239666.23525107
2015-01-07,688087,15.543488284336533,15.487356409186509,15.381674053485707,15.453433198037821,7613666,140038199.7081502
2015-01-08,688087,15.54484296322125,15.948435441357976,15.548952168182124,15.67441906092266,6842395,149933810.38806927
2015-01-09,688087,15.746785870051557,16.109464120101226,15.352498265051748,15.773848859252627,6969411,144703142.53918704
2015-01-12,688087,15.827480693715216,15.983838055980955,15.533073209262875,15.6750897617775,4200724,93604341.68367107
2015-01-13,688087,15.712512859569408,15.721916288950744,15.220865133416018,15.678050462450301,4010519,73760180.37786552
2015-01-14,688087,15.611630952344347,15.85080569650935,15.669552935976713,15.757756972071306,9020989,190873736.2804663
2015-01-15,688087,16.088024815993123,16.304451495309625,15.795643249941905,15.938149498869013,1513009,32663567.623892397
2015-01-16,688087,15.980167008890191,16.219746675788354,15.661422851701873,16.025261056501773,1278257,21405199.39587191
2015-01-19,688087,16.011547107065397,16.54821500271074,15.991439813920211,16.094166270216657,9498680,199202507.6453048
2015-01-20,688087,16.059878052823652,16.370617139484665,15.539956804241744,15.931326596781776,4842819,103310718.7215825
2015-01-21,688087,15.972405495328836,15.919896981103646,15.435414342219017,15.907153882707185,7875539,167480060.1284238
2015-01-22,688087,15.878257301151274,16.038732087011798,15.60305164491155,15.931121230356329,9091671,183824336.5159557
2015-01-23,688087,16.177372106705683,16.578725817624235,15.623163511621271,16.10528031492138,9491174,174936267.82252795
2015-01-26,688087,15.92943232849737,16.26697509200624,15.730502042653411,15.980958125052664,9801325,215708936.25685465
2015-01-27,688087,15.971382742990679,16.112924683592148,15.673140144147506,16.039541725664538,4644572,88908285.09753686
2015-01-28,688087,15.935146600829372,16.222773665848557,15.574720075933294,15.901908290160282,7811565,179179065.1203015
2015-01-29,688087,15.969169020525243,16.539392719549554,15.676130240989519,16.061666798445156,6065655,115299408.32374324
2015-01-30,688087,16.339857608383294,16.30412658599326,15.825144421391595,16.234791626517882,8436729,185184068.95931593
2015-02-02,688087,16.34261931429401,16.378423128696113,16.108564998968415,16.288847443813843,8644487,179637063.46225223
2015-02-03,688087,16.50110676147694,16.830787638222617,16.33675612494308,16.397905498971554,6490578,137531831.72690645
2015-02-04,688087,16.59893731933137,16.666180549119183,16.267747185599582,16.4468690472165,2187875,40068165.929194935
2015-02-05,688087,16.45922065000396,16.314965556892023,16.012516828217468,16.298089360438166,7973375,166689892.2555351
