date,code,open,high,low,close,volume,amount
2015-01-01,688078,23.86063047713197,24.26343563388352,23.802304283773527,23.937041341076068,4522423,126484863.89965421
2015-01-02,688078,23.899167390178402,24.061846008730523,23.810223831465212,23.846530137207047,6105550,176879009.64877
2015-01-05,688078,23.892017091843023,24.525911875048973,23.23819056683758,23.856885188736094,3743119,123854580.86306918
2015-01-06,688078,23.925464916190585,24.46763729343111,23.244024915827406,23.962207933413808,3362012,113625852.41658759
2015-01-07,688078,24.667802063866827,25.140229772773417,24.12611366620255,24.66223980215957,2863321,105251392.10041678
2015-01-08,688078,25.10646649209781,25.443848334367484,24.95270676176565,24.982131159631752,4527918,147014705.6000411
2015-01-09,688078,24.8083699797151,25.186836178432774,24.60558488739193,25.052835407467665,5306975,140935939.89089543
2015-01-12,688078,24.6990783618298,25.593880051336058,24.26802725109788,24.922445741147254,6508246,237968617.76780188
2015-01-13,688078,24.491531234519588,25.000143706708045,24.28629179858586,24.522308735199466,9984241,353270597.5015645
2015-01-14,688078,24.547543325990823,24.882701633542325,24.269604594825264,24.377503841386897,6715166,217240790.34965053
2015-01-15,688078,25.16010825142884,25.46262285412603,24.582215143794105,24.944592445195944,4118114,117034056.95858821
2015-01-16,688078,25.192415740563796,25.174378945196874,24.338583807061,25.071894403750047,4886932,126979570.7224659
2015-01-19,688078,25.66938172897469,26.034983395513358,25.134601280688457,25.77872091049766,8309881,271521473.032556
2015-01-20,688078,26.51272762272578,27.005922416042257,25.98075493820436,26.26498119564094,4526831,149089052.83116832
2015-01-21,688078,26.638856208743473,27.059001180825355,26.41865140379191,26.62422406496468,1673047,59328177.642638855
2015-01-22,688078,26.61485935721509,26.791499171780526,26.22855898610935,26.46549457008297,1133748,39622064.290970124
2015-01-23,688078,26.306354962574673,26.596486131453453,25.810021978380803,26.561690574064006,7235341,255881442.61512846
2015-01-26,688078,26.12690157047482,26.739905512321343,26.04909560946942,26.27447900615438,1389255,47583477.04763773
2015-01-27,688078,26.352967518304386,26.705227214004136,25.920721481720733,26.185567417335143,4378175,127688551.7059166
2015-01-28,688078,26.10321572995879,25.94206189231312,25.564077627538474,25.863638295974525,8783971,324500699.214328
2015-01-29,688078,25.834817520421403,25.732486658706765,25.51093302292521,25.659300291815775,1257906,32776398.954511378
2015-01-30,688078,24.524518924244326,24.75024585603614,24.71552160602607,24.732467080040983,7437621,184491408.32958704
2015-02-02,688078,24.96792707545594,24.9031707082808,24.701389742086484,24.90242889365767,2391461,86653705.68663722
2015-02-03,688078,25.45307433624649,25.469394885519804,25.449354702477702,25.46096937919758,8336628,268000959.98728687
2015-02-04,688078,25.61747041897447,25.439318735180947,24.617488504340617,25.37175083080944,2367153,61973540.948732175
2015-02-05,688078,24.891769838578902,25.040395860608232,24.361343277256022,24.91840926058029,2346404,86763919.45396237
2015-02-06,688078,24.77275904676169,24.76834010275695,24.636983928750816,24.65375142449846,4069071,126114886.77236445
2015-02-09,688078,24.259712862559613,24.69992993100183,24.12352450266087,24.172332032810203,7787240,245899450.2345402
2015-02-10,688078,24.218084917375048,24.642643050135653,23.993773087015448,24.378713402609563,2333172,59128627.814414404
2015-02-11,688078,24.165934772585757,24.514005900707417,23.6711565773234,24.301306875111038,5879310,153866747.45915353
2015-02-12,688078,24.233803952081438,24.608571078017732,23.295708697737034,24.007178020341243,2857946,76512017.89235991
2015-02-13,688078,23.958867867506328,24.76756911381599,23.81673037370175,24.199408528185984,8171025,271068238.21513957
2015-02-16,688078,24.07632653443751,24.379912399845324,23.701132090424718,24.033770809637726,6311042,190398849.51697803
2015-02-17,688078,23.67595183239816,23.95072104912863,23.603923094474002,23.76221279449885,5708625,136337317.5390829
2015-02-18,688078,23.986951879642252,24.11412400531912,23.15329930146923,23.782761235782992,8053484,235791163.89769948
2015-02-19,688078,23.359989264103852,23.60292036496102,23.21663108278556,23.51561609523578,8039175,216981447.5376472
2015-02-20,688078,23.77279438228637,23.577421629970708,23.182918011738057,23.576238954584593,6688405,225436037.7159826
2015-02-23,688078,23.706682169175277,23.827218138153953,22.91406110210705,23.547566742041525,1849021,63341538.28092959
2015-02-24,688078,23.561958629179884,24.068367429901528,23.319052679883246,23.757557389761743,9399245,258696736.83447576
2015-02-25,688078,23.451079081942538,23.637795187523952,23.109155119667374,23.26052373593386,6401863,196278981.71967322
