date,code,open,high,low,close,volume,amount
2015-01-01,600126,29.337065414128993,29.33506339520382,28.681427740989236,29.269936950411665,2007080,68217644.31699866
2015-01-02,600126,28.930609650239763,29.862517623380995,29.076733017883,29.202989436275164,6747715,236506309.2166394
2015-01-05,600126,29.825244810970545,30.168835606237508,29.313578618804495,30.07352232010284,2301767,92434127.80069286
2015-01-06,600126,30.7055369619959,31.013309053613312,30.424696926073064,30.514099968503196,8300439,368458175.0011913
2015-01-07,600126,30.265698476308106,30.978405126981638,29.986301479508942,30.37225530731816,3801482,160827362.3074298
2015-01-08,600126,30.237848468837043,30.74579002316129,29.77273687290077,30.23556221690821,2228946,88982538.05695012
2015-01-09,600126,30.56968387398029,30.578582200697937,30.28255601820414,30.514321948495517,5798216,198590309.1567387
2015-01-12,600126,30.018623874724614,31.18263286554826,30.043254579497653,30.27553229179791,3846880,125882331.7450183
2015-01-13,600126,29.653344527662295,30.492016726161737,29.498278733756468,29.676496189693722,9325260,404107384.0530605
2015-01-14,600126,28.780532262931988,29.56164961861598,28.2387723979745,28.90986401170163,7472005,315481812.4517274
2015-01-15,600126,29.81323157568372,30.113231488883525,29.70684379588322,29.802379535067445,1789413,66459393.00407794
2015-01-16,600126,29.37866548315619,30.077962881523042,29.23427781070069,29.321110034008175,7602645,229664004.85816687
2015-01-19,600126,29.05249491482542,29.495872928922658,28.330716274613856,28.852724676914335,9762844,311692760.93336487
2015-01-20,600126,29.005998973458478,29.22223664438305,28.68557470160323,28.83000386808778,6820366,226809525.8146575
2015-01-21,600126,29.402958605678663,29.95847853365477,28.549055325607334,29.116312118507867,9959630,329833480.4721355
2015-01-22,600126,29.16466058002075,29.658512651359736,28.671002401702626,29.168271222462888,8014514,284516942.5114774
2015-01-23,600126,29.473325009821302,30.028602765995988,28.75126811434321,29.444732587678953,2713320,104769084.98152411
2015-01-26,600126,29.465685929765982,30.040046287791505,29.220613428803702,29.646545011769064,5639662,203069994.66778365
2015-01-27,600126,29.944708772677235,30.209019017390883,29.79723206324978,29.94984073657242,2138128,78629505.35411428
2015-01-28,600126,29.767784130331247,29.952818773629712,28.844028347438893,29.547973253643608,1962397,65206744.741420284
2015-01-29,600126,29.745710195746913,30.08327989802275,29.299121874713958,29.727037286019424,8450696,284154424.7824264
2015-01-30,600126,29.206947367959017,29.771683038003314,28.386172022940325,29.255691570207823,2647880,80420253.86342387
2015-02-02,600126,29.11809941600713,29.44817686904905,28.78763583122953,29.199544183321894,1123478,33580997.63455927
2015-02-03,600126,29.111526609401427,29.444924685664244,28.715958074003556,29.38172008095875,5744036,198253916.22234583
2015-02-04,600126,29.149699080743474,29.5620718271402,29.015852638243462,29.35177228594472,9468186,343290798.9520015
2015-02-05,600126,29.2141946896059,29.937649245189334,29.324289988907577,29.348155653320536,7860601,344139686.313676
2015-02-06,600126,29.827205630643235,30.170925427001276,29.104739784896196,29.5777079775795,4589807,187795257.62211344
2015-02-09,600126,29.69634260842025,29.938278664252465,29.037617190438006,29.705797557580492,6549214,258319769.39666042
2015-02-10,600126,29.407289794194625,29.841078298340065,28.878933861533156,29.15853645829104,6090114,231551697.27523464
2015-02-11,600126,29.674685583246298,30.043147771430835,29.422969412607607,29.598839235465995,7723573,232056984.6326821
2015-02-12,600126,29.89925426286554,30.424980016011897,29.391079772362364,29.67579835234835,4407321,148705411.40304175
2015-02-13,600126,29.14467974655745,29.648943455062152,28.9731439157807,29.396357236910177,1590003,58826665.23558943
2015-02-16,600126,29.775633803110615,30.333693576735836,29.635049580869016,29.64876803761715,6633276,273987585.59718305
2015-02-17,600126,29.34145457408527,30.407126444416303,28.893845977480336,29.5458196888834,2004364,72965143.26789342
2015-02-18,600126,29.66263236602832,30.74835653265651,29.008273560820115,29.903687291283056,8265984,260976558.90662006
2015-02-19,600126,30.155992528284553,31.22235191770172,30.133253197786924,30.390666269786344,5132142,167531050.4965279
2015-02-20,600126,30.289845446924552,30.284922852717248,29.501992103857102,30.283475373856234,9960793,330496844.95901304
2015-02-23,600126,30.273714895209274,30.207312161939853,29.81042178898087,30.14290654590486,4750491,159564734.08269113
2015-02-24,600126,30.277485788991655,30.57092921190032,29.95488390444438,30.05986175044727,2009959,76132937.93628052
2015-02-25,600126,29.786878651732703,30.380563806935573,29.612813430621575,29.830704107522017,8369116,320926382.3675512
2015-02-26,600126,29.18102489677743,29.441353917159557,29.26880304426175,29.411389403561248,9380363,389735776.17007506
2015-02-27,600126,29.506204471523734,29.829615016471674,29.427270549594468,29.802162208137826,7092297,312800893.7432041
2015-03-02,600126,29.294611396031478,29.764519173701892,28.813650307367542,29.555343764005464,9653653,289086213.7704356
2015-03-03,600126,29.302634934294737,30.24027089957622,29.087689993550033,29.415437231781787,5618692,245861214.5242464
2015-03-04,600126,29.395343071692412,29.395868256722007,29.057082404727858,29.351971771438375,3203754,96645210.02645078
2015-03-05,600126,29.078762859518395,29.059365158021432,28.7541688541241,28.84047629995011,1955035,81194909.92198768
2015-03-06,600126,28.61792249640366,28.927812056997443,28.079247573091145,28.38177338995846,2900547,103148103.89410323
2015-03-09,600126,27.90363564102534,28.25994954534478,27.82888049819649,28.01432433858794,9247139,382053921.2966505
2015-03-10,600126,27.77238033544542,28.486883019460972,27.430541701941642,27.766986454987208,8367652,320689624.7425296
2015-03-11,600126,27.449712929510913,27.86206682146456,26.562545221437638,27.327831448848674,3925933,157043208.24437004
2015-03-12,600126,27.45775107593717,28.071120784893488,26.607967139753324,27.374229039552993,1909586,67886052.31258078
2015-03-13,600126,26.761182905196428,27.098616017908526,26.13820116843371,26.889671843132394,3814687,143462689.53683457
2015-03-16,600126,27.050102171602404,27.242877409284382,26.516427098445895,27.048649397103965,2587552,83601632.18025465
2015-03-17,600126,27.004879162797167,27.563068467243333,26.653025155771907,27.032845867253712,9019732,355982674.23620886
2015-03-18,600126,27.197248734661326,27.39600786150517,26.792001071401444,27.153343411011978,8935934,294482549.73128355
2015-03-19,600126,26.77571945880244,26.980708139968122,26.322780066374968,26.8594024348275,3652659,102321853.2620459
2015-03-20,600126,27.371020631555677,27.44668425624079,26.871565721631743,27.217584870588812,5707278,168343881.39463305
2015-03-23,600126,27.585599528481662,28.18629144139974,27.209453585649435,27.589530769433804,2971574,94989498.11571626
