date,code,open,high,low,close,volume,amount
2015-01-01,688033,26.711522540519407,27.293258777433703,26.287823959081226,26.825412185080673,4625320,166349828.70290422
2015-01-02,688033,26.843718418206837,27.042437213120717,26.70860181072916,27.035677244934153,4846689,173689651.24004868
2015-01-05,688033,27.146739555806892,27.295681844992085,26.362625458682132,26.890223286381836,9139015,365802915.3782672
2015-01-06,688033,26.701589356780154,27.398288231201416,26.220087170068386,26.813372695917906,3490914,102532149.51902013
2015-01-07,688033,26.942104689645838,27.067743548298584,26.48015972569517,26.968277045556096,4914611,163793414.22871068
2015-01-08,688033,27.414584630638817,27.592781942570873,26.996055855996925,27.23829096704557,7908719,311603293.02392524
2015-01-09,688033,28.249901343981808,28.697733943649617,28.228709280220542,28.33658583641239,1747272,55499595.50075214
2015-01-12,688033,28.090467432678235,28.856574345507347,27.6827642253902,28.174884595125835,4811142,196154175.21033555
2015-01-13,688033,28.12892455124796,28.56534812892812,27.66364820789011,28.01879127638242,2494013,82985646.8782067
2015-01-14,688033,27.493098992496495,27.69003422562397,26.984450691330508,27.679570044285942,5336014,212227816.53965965
2015-01-15,688033,27.52101035386692,27.955945498879434,27.19988892280715,27.509886807065136,4643468,188054165.7150586
2015-01-16,688033,28.148484300667377,29.117613053170782,27.876761160108835,28.322012549280785,9369269,397085659.0862429
2015-01-19,688033,28.476721828134167,29.046225860049194,27.889620244086014,28.522028684634165,7735862,273757059.3394564
2015-01-20,688033,28.678449542793324,28.833871467920037,27.959211256266684,28.643662949190723,5924200,173482940.70679834
2015-01-21,688033,29.18661135943039,29.19441257813462,28.58736918814805,29.025946553004122,8803033,274024875.24861133
2015-01-22,688033,29.325211695032138,29.666529677052203,28.595326725949146,29.28635413279727,2807443,95680917.23186758
2015-01-23,688033,29.904582342618223,30.325902632953913,28.839477877652122,29.63478751444308,6665222,288538357.1729577
2015-01-26,688033,29.201378243958352,29.61680373895505,28.93426545023848,29.203303273423867,9815617,372554815.18179566
2015-01-27,688033,28.97185509224894,29.196828900240757,28.880835945177896,29.15054347742495,1985808,75407996.84120618
2015-01-28,688033,29.18833112458172,29.72632088014336,29.246364907385978,29.33476581142274,2832726,102392962.10329573
2015-01-29,688033,29.746326917840573,29.65927827665524,29.299707406876802,29.456160031219472,8062458,251469158.71448898
2015-01-30,688033,29.250083722517406,30.205535971569578,28.708586612188537,29.500761691604232,9102303,284638680.6865577
2015-02-02,688033,29.739729155405747,30.593630293647298,29.227293052996924,30.020806629349167,3559933,131690860.86358313
2015-02-03,688033,29.948887547912165,30.325612651401542,29.141202476902826,29.747174539878646,7035093,288350430.5273355
2015-02-04,688033,29.78135220185598,30.10672351682117,29.077072680969522,29.941632577359826,6561840,234164716.2018131
2015-02-05,688033,29.267439931574238,29.40250074440648,28.87627321305258,29.090941961447324,5956523,211981432.37515223
2015-02-06,688033,29.41216393456775,29.644740646048188,29.020196441333283,29.340380621758293,5470560,226119400.8117409
2015-02-09,688033,29.78568386989957,29.948111609606627,28.967684201587847,29.607359704175398,6421230,248505713.8158745
2015-02-10,688033,29.61228789147649,30.26431893150308,29.273051948683644,29.418147893054027,6324574,271093670.6954577
2015-02-11,688033,30.37934924700454,30.813600097198552,29.613051546670064,30.110910016965445,6055997,224279819.05683365
2015-02-12,688033,29.37064089227207,30.203906170069413,29.27392933133318,29.554802900911287,4592016,167760725.46615365
2015-02-13,688033,29.188340470587548,29.823795486278073,28.644074789014603,29.23422825956409,8195560,274309979.531169
2015-02-16,688033,29.03151214568923,29.43468987243073,28.693499370512118,29.296655749177805,8458203,265215719.04142076
2015-02-17,688033,28.947244792028364,29.043172428305798,28.27740955821309,28.764929833087574,6644251,282797131.7300118
2015-02-18,688033,28.35260539492015,28.33701633908445,27.868122378386797,28.16655742329588,3599659,133449034.50301597
2015-02-19,688033,28.43566920923463,28.793295082487205,27.706060785502643,28.17005739840828,5472453,161652385.00438938
2015-02-20,688033,28.07553886512893,28.523531011155768,27.755108889733098,28.152916565928827,5925889,174850538.08190703
2015-02-23,688033,28.18989635762482,28.909283419471123,27.67325591849006,28.461840243519,6605906,257533864.06345567
2015-02-24,688033,28.050057868361392,28.259015776311955,28.022130480807434,28.218425900718962,2349243,92541154.19483814
